_id,url,name,descSnippet,recentReviewsCount,recentReviewsPercent,allReviewsCount,allReviewsPercent,releaseDate,developer,publisher,popularTags,gameDetails,languages,achievements,genre,gameDescription,matureContent,minimumRequirements,recommendedRequirements,originalPrice,,,,,,,,,,,,,,,,,,
1158310,https://store.steampowered.com/app/1158310/Crusader_Kings_III/,Crusader Kings III,Paradox Development Studio brings you the sequel to one of the most popular strategy games ever made. Crusader Kings III is the heir to a long legacy of historical grand strategy experiences and arrives with a host of new ways to ensure the success of your royal house.,15379,92,,,"1 Sep, 2020",Paradox Development Studio,Paradox Interactive,"Strategy,RPG,Simulation,Medieval,Grand Strategy,Historical,Sexual Content,Multiplayer,Singleplayer,Political,War,Dating Sim,Nudity,Sandbox,Choices Matter,Character Customization,Moddable,Real-Time with Pause,Management,Great Soundtrack","Single-player,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","English,French,German,Spanish - Spain,Russian,Simplified Chinese,Korean",56,"RPG,Simulation,Strategy,Paradox Development Studio","Reviews
?úA new king of historical strategy has been crowned.??0/10 ??IGN?úCrusader Kings 3 is my Game of the Year so far.??/5 ??VG 24/7??.. Crusader Kings 3 is incredible.??4% ??PC Gamer",Crusader Kings III: Royal Edition,Minimum:Requires a 64-bit processor and operating systemOS: Windows¬Æ 8.1 64 bit / Windows¬Æ 10 Home 64 bitProcessor: Intel¬Æ Core??i3-2120 / AMD¬Æ FX 6350Memory: 6 GB RAMGraphics: Nvidia¬Æ GeForce??GTX 460 (1GB) / AMD¬Æ Radeon??HD 7870 (2GB) / Intel¬Æ Iris Pro??580 / Intel¬Æ Iris¬Æ Plus G7 / AMD¬Æ Radeon??Vega 11Storage: 8 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows¬Æ 10 Home 64 bitProcessor: Intel¬Æ Core??i5-4670K / AMD¬Æ Ryzen??5 2400GMemory: 8 GB RAMGraphics: Nvidia¬Æ GeForce??GTX 1650 (4GB) / AMD¬Æ Radeon??R9 390X (8GB)Storage: 8 GB available space,"??51,000",,,,,,,,,,,,,,,,,,
1172380,https://store.steampowered.com/app/1172380/STAR_WARS_Jedi_Fallen_Order/,"STAR WARS Jedi: Fallen Order??""A galaxy-spanning adventure awaits in Star Wars Jedi: Fallen Order", a 3rd person action-adventure title from Respawn. An abandoned Padawan must complete his training, develop new powerful Force abilities," and master the art of the lightsaber - all while staying one step ahead of the Empire.""",1207,86,50342,90,"14 Nov, 2019",Respawn Entertainment,Electronic Arts,"Platformer,Souls-like,Action-Adventure,Third Person,Fighting,Swordplay,Metroidvania,RPG,Exploration,Story Rich,Open World,Action,Sci-fi,Space,Fantasy,Puzzle,Hack and Slash,Atmospheric,Family Friendly,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on Tablet,Remote Play on TV","English,French,Italian,German,Spanish - Spain,Japanese,Korean,Polish,Portuguese - Brazil,Russian,Simplified Chinese,Spanish - Latin America,Traditional Chinese",39,"Action,Adventure,Respawn Entertainment","Reviews
?úAMAZING. Star Wars Jedi: Fallen Order makes up for a lot of lost time with a fantastic single-player action-adventure that marks the return of the playable Jedi.??/10 ??IGN?úStar Wars Jedi: Fallen Order is the ideal example of a Star Wars game in 2019. It?ôs an expert blend of multiple genres. It has characters that you love spending time with. It has the deeply attractive design aesthetic of the movies.  But Fallen Order is more than just ?úa good Star Wars game.??Respawn has made one of the best 3D Metroidvania games ever. And it?ôs among the best Souls-like games as well.  It is the kind of achievement that is only possible when one of the best developers in the world puts all of its might into making something special. And I hope we get more just like it in the future.??3/100 ??GamesBeat","STAR WARS JEDI: FALLEN ORDER DELUXE EDITION Get the story behind the game with the Star Wars Jedi: Fallen Order Deluxe Edition, including:Cosmetic skin for BD-1Cosmetic skin for the Stinger MantisDigital art book""Director's Cut"" behind-the-scenes videos, featuring over 90 minutes of footage from the making of the game","Minimum:Requires a 64-bit processor and operating systemOS: 64-bit Windows 7/8.1/10Processor: AMD FX-6100/Intel i3-3220 or EquivalentMemory: 8 GB RAMGraphics: AMD Radeon HD 7750, NVIDIA GeForce GTX 650 or EquivalentDirectX: Version 11Storage: 55 GB available space",,,,,,,,,,,,,,,,,,
1172620,https://store.steampowered.com/app/1172620/Sea_of_Thieves/,Sea of Thieves,"Sea of Thieves offers the essential pirate experience, from sailing and fighting to exploring and looting ??everything you need to live the pirate life and become a legend in your own right. With no set roles, you have complete freedom to approach the world, and other players, however you choose.",5007,89,34353,87,"3 Jun, 2020",Rare Ltd,Xbox Game Studios,"Adventure,Action,Multiplayer,Pirates,Open World,Co-op,Sailing,PvP,Online Co-Op,First-Person,Exploration,Funny,PvE,Naval,Atmospheric,Massively Multiplayer,Swordplay,Great Soundtrack,FPS,Singleplayer","Online PvP,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet","English,French,Italian,German,Spanish - Spain,Portuguese - Brazil,Russian,Simplified Chinese,Spanish - Latin America,Traditional Chinese,Korean,Polish",162,"Action,Adventure","About This Game
About the GameSea of Thieves offers the essential pirate experience, from sailing and fighting to exploring and looting ??everything you need to live the pirate life and become a legend in your own right. With no set roles, you have complete freedom to approach the world, and other players, however you choose.Whether you?ôre voyaging as a group or sailing solo, you?ôre bound to encounter other crews in this shared world adventure ??but will they be friends or foes, and how will you respond?A Vast Open WorldExplore a vast open world filled with unspoiled islands, sunken ships and mysterious artefacts. Take on quests to hunt for lost treasure, seek out cursed Skeleton Captains or gather valuable cargo for the Trading Companies. Go hunting and fishing or choose from hundreds of optional goals and side-quests.Unforgettable storiesPlay through the Tall Tales to experience Sea of Thieves??unique take on a story-driven campaign. With 11 tales to play through across two epic storylines, these immersive and cinematic quests provide around 30 hours of the ultimate pirate fantasy.Become Legend On your journey to become a Pirate Legend you?ôll amass loot, build a reputation and define a unique personal style with your hard-earned rewards. Adventurer. Explorer. Conqueror. What will your legend be?A Game That?ôs Always GrowingWith five major expansions and almost a year?ôs worth of monthly updates, Sea of Thieves is a service-based game that is continually growing and evolving. Check back each month to see what new content has been added.",,Minimum:Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel Q9450 @ 2.6GHz or AMD Phenom II X6 @ 3.3 GHzMemory: 4 GB RAMGraphics: Nvidia GeForce GTX 650 or AMD Radeon 7750DirectX: Version 11Storage: 50 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel i5 4690 @ 3.5GHz or AMD FX-8150 @ 3.6 GHzMemory: 8 GB RAMGraphics: Nvidia GeForce GTX 770 or AMD Radeon R9 380xDirectX: Version 11Storage: 50 GB available space,"??39,400",,,,,,,,,,,,,,,,,,
1174180,https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2/,Red Dead Redemption 2,"Winner of over 175 Game of the Year Awards and recipient of over 250 perfect scores, RDR2 is the epic tale of outlaw Arthur Morgan and the infamous Van der Linde gang, on the run across America at the dawn of the modern age. Also includes access to the shared living world of Red Dead Online.",3663,88,96666,78,"5 Dec, 2019",Rockstar Games,Rockstar Games,"Adventure,Action,Open World,Western,Story Rich,Multiplayer,Shooter,Third-Person Shooter,Realistic,Atmospheric,Singleplayer,Horses,Sandbox,Beautiful,Third Person,Great Soundtrack,Mature,First-Person,Gore,FPS","Single-player,Online PvP,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet","English,French,Italian,German,Spanish - Spain,Japanese,Korean,Polish,Portuguese,Russian,Simplified Chinese,Spanish - Latin America,Traditional Chinese",51,"Action,Adventure,Rockstar Games","Special Edition The Red Dead Redemption 2 Special Edition delivers exclusive content for Story Mode including a Bank Robbery Mission & Gang Hideout, Dappled Black Thoroughbred, Talisman & Medallion Gameplay Bonuses, Gameplay Boosts, Cash Bonuses & Discounts, and the Nuevo Paraiso Gunslinger Outfit, plus free access to Additional Weapons.","Ultimate Edition The Red Dead Redemption 2:  Ultimate Edition delivers all of the Story Mode content from the Special Edition plus additional content for online including Bonus Outfits for your online Character, Rank Bonuses, Black Chestnut Thoroughbred and free access to the Survivor Camp Theme.Plus get free access to Additional Weapons in online.",Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 - Service Pack 1 (6.1.7601)Processor: Intel¬Æ Core??i5-2500K / AMD FX-6300Memory: 8 GB RAMGraphics: Nvidia GeForce GTX 770 2GB / AMD Radeon R9 280 3GBNetwork: Broadband Internet connectionStorage: 150 GB available spaceSound Card: Direct X Compatible,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10 - April 2018 Update (v1803)Processor: Intel¬Æ Core??i7-4770K / AMD Ryzen 5 1500XMemory: 12 GB RAMGraphics: Nvidia GeForce GTX 1060 6GB / AMD Radeon RX 480 4GBNetwork: Broadband Internet connectionStorage: 150 GB available spaceSound Card: Direct X Compatible,Free,,,,,,,,,,,,,,,,,,
1185560,https://store.steampowered.com/app/1185560/Astellia/,Astellia,"The balance of the world is in jeopardy, the people need an Astellian to step up and put an end to the demonic invasions. Will you answer the call?",76,71,1323,69,"30 Jan, 2020",Studio 8,Way2Bit,"RPG,Massively Multiplayer,MMORPG,Fantasy,Character Customization,Multiplayer,PvP,PvE,Classic,Third Person,Co-op,Magic,Anime,Atmospheric","MMO,Online PvP,Online Co-op,Steam Achievements,In-App Purchases","English,French,German,Korean",52,"Massively Multiplayer,RPG","Reviews
?úAstellia Online is gorgeous!?? / 5 ??MMOhuts?úThe world of Astellia is brimming with whimsical fantasy and charm.?? / 5 ??TheGamer","Game Packages Standard PackageThe standard package contains the base game of Astellia, along with a few basic consumable items to help a budding new adventurer get started!What?ôs included in this package: Game License Scroll of Exploration (1-day) x3 Novice Atra Tonic x50 Growth Support BoxValue PackageThe Value package contains the base game of Astellia, along with a few basic consumable items to help a budding new adventurer get started!What?ôs included in this package: Game License Scroll of Exploration (1-day) x5 Novice Atra Tonic x50 Growth Support Box Storage Expansion Ticket (100 Slots) 4?ÖServant Selection Card PackDeluxe PackageThe Deluxe package contains the base game of Astellia, special equipment set to customize your character appearance, along with a pack filled to the brim with helpful consumables to aid you on your adventures!What?ôs included in this package: Game License Ring of Exploration Novice Atra Tonic x50 Growth Support Box Storage Expansion Ticket (100 Slots) 5??Servant Selection Card Pack Limited Edition Weapon (Red) Limited Edition Armor (Red) Limited Edition Mount (Red)Item Details Game License: Grants access to play Astellia on the NA and EU servers Novice Atra Tonic: An Atra Tonic Boost for Novices. Greatly increases Atra Point recovery. Scroll of Exploration: An item that grants players a temporary buff that automatically collects loot near the player for 24 hours. Storage Expansion +100: Expands a player?ôs Storage by 100 slots. Ring of Exploration: Nearby loots are collected automatically when this special ring is equipped. 4?ÖServant Selection Card Pack: A mysterious card pack that contains a 4?ÖServant Astel of your choice.  5?ÖServant Selection Card Pack: A mysterious card pack that contains a 5?ÖServant Astel of your choice.  Limited Weapon, Armor appearance sets (Red): Contains 1 Weapon & Armor limited appearance set per class Limited Edition Mount (Red): The Blazing Steed of the Sun. It can be used by right-clicking in the Inventory or registering in Quick Slot.","Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 64BitProcessor: Intel i3 Series, AMD Phenom II SeriesMemory: 4 GB RAMGraphics: NVIDIA : GTS450, GTX650 / AMD : HD 6770DirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 60 GB available spaceAdditional Notes: System Requirements may be subject to change.","Recommended:Requires a 64-bit processor and operating systemOS: Windows 7 64BitProcessor: Intel i7 Series Intel Xeon SeriesMemory: 8 GB RAMGraphics: NVIDIA : GTX770, GTX960 / AMD : R9 280XDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 60 GB available spaceAdditional Notes: System Requirements may be subject to change.","??33,020",,,,,,,,,,,,,,,,,,
1190460,https://store.steampowered.com/app/1190460/DEATH_STRANDING/,DEATH STRANDING,"From legendary game creator Hideo Kojima comes an all-new, genre-defying experience. Sam Bridges must brave a world utterly transformed by the Death Stranding. Carrying the disconnected remnants of our future in his hands, he embarks on a journey to reconnect the shattered world one step at a time.",2586,90,15996,93,"14 Jul, 2020",KOJIMA PRODUCTIONS,505 Games,"Walking Simulator,Open World,Story Rich,Great Soundtrack,Atmospheric,Cinematic,Post-apocalyptic,Inventory Management,Sci-fi,Third Person,Adventure,Exploration,Singleplayer,Surreal,Lore-Rich,Psychological Horror,Stealth,Action,Dark,Survival","Single-player,Steam Achievements,Full controller support,Steam Cloud","English,French,Italian,German,Spanish - Spain,Arabic,Czech,Dutch,Greek,Hungarian,Japanese,Korean,Polish,Portuguese,Russian,Simplified Chinese,Traditional Chinese,Turkish,Portuguese - Brazil,Spanish - Latin America",63,"Action,Adventure,KOJIMA PRODUCTIONS",Feature List All copies of the game will also additionally include:???úSelections From ?òThe Art of DEATH STRANDING?ô‚Ä?Digital Book (by Titan Books)??CHIRAL GOLD/ OMNIREFLECTOR ?úLUDENS MASK??SUNGLASSES (COLOR VARIANT)*??GOLD and SILVER POWER SKELETON*??GOLD and SILVER ALL-TERRAIN SKELETON*??GOLD and SILVER ARMOUR PLATE** UNLOCK IN-GAME ITEMS VIA STORY PROGRESSION,"About This Game
							From legendary game creator Hideo Kojima comes an all-new, genre-defying experience.

Sam Bridges must brave a world utterly transformed by the Death Stranding. Carrying the disconnected remnants of our future in his hands, he embarks on a journey to reconnect the shattered world one step at a time.

Starring Norman Reedus, Mads Mikkelsen, L√©a Seydoux, and Lindsay Wagner. 

Additional PC features include HIGH FRAME RATE, PHOTO MODE and ULTRA-WIDE MONITOR SUPPORT.    Also includes cross-over content from Valve Corporation?ôs HALF-LIFE series.

All copies of the game will also additionally include:
???úSelections From ?òThe Art of DEATH STRANDING?ô‚Ä?Digital Book (by Titan Books)
??CHIRAL GOLD/ OMNIREFLECTOR ?úLUDENS MASK??SUNGLASSES (COLOR VARIANT)*
??GOLD and SILVER POWER SKELETON*
??GOLD and SILVER ALL-TERRAIN SKELETON*
??GOLD and SILVER ARMOUR PLATE*

* UNLOCK IN-GAME ITEMS VIA STORY PROGRESSION",Minimum:OS: Windows¬Æ 10Processor: Intel¬Æ Core??i5-3470 or AMD Ryzen??3 1200Memory: 8 GB RAMGraphics: GeForce GTX 1050 3 GB or AMD Radeon??RX 560 4 GBDirectX: Version 12Storage: 80 GB available spaceSound Card: DirectX compatibleAdditional Notes: AVX instruction set required,Recommended:OS: Windows¬Æ 10Processor: Intel??Core i7-3770 or AMD Ryzen??5 1600Memory: 8 GB RAMGraphics: GeForce GTX 1060 6 GB or AMD Radeon??RX 590DirectX: Version 12Storage: 80 GB available spaceSound Card: DirectX compatibleAdditional Notes: AVX instruction set required,"??64,800",,,,,,,,,,,,,,,,,,
1202900,https://store.steampowered.com/app/1202900/Assemble_with_Care/,Assemble with Care,"From the studio that brought you Monument Valley comes a story about a globe-trotting antique restorer. As she arrives in the sun-soaked town of Bellariva, she has no idea just how broken it will turn out to be.",42,88,1305,89,"26 Mar, 2020",ustwo games,ustwo games,"Indie,Casual,Female Protagonist,Puzzle,Story Rich,Short,Great Soundtrack,Family Friendly,Beautiful,Singleplayer,Relaxing,Atmospheric,Cute,Colorful","Single-player,Steam Achievements,Steam Cloud","English,French,Italian,German,Spanish - Spain,Arabic,Japanese,Dutch,Korean,Portuguese,Simplified Chinese,Traditional Chinese,Turkish,Russian",14,"Casual,Indie","Reviews
?úWill make you think a bit more deeply about how you treat those closest to you?ùThe Verge?úAs a study in the wordless pleasure of fixing stuff, though, it really sings?ùEurogamer?úPerfect for anyone with a love of stories, puzzles, and fixing things??.5/5 ??Touch Arcade",Just Updated A new chapter has been added! Help Carmen try to cheer up Helena by bringing some big city glamour to Bellariva!,Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 64-bitProcessor: Intel Core i3Memory: 4 GB RAMGraphics: Intel HD Graphics 520DirectX: Version 11Storage: 2 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10 64-bitProcessor: Intel Core i5Memory: 8 GB RAMGraphics: Intel HD Graphics  630DirectX: Version 11Storage: 2 GB available space,"??8,500",,,,,,,,,,,,,,,,,,
1217060,https://store.steampowered.com/app/1217060/Gunfire_Reborn/,Gunfire Reborn,"Gunfire Reborn is an adventure level-based game featured with FPS, Roguelite and RPG. Players can control heros with various abilities to experience diverse Build gameplay, use randomly dropped weapons to explore random levels. This game can be played by single player, or Co-op up to four.",6898,91,17312,93,"22 May, 2020",Duoyi (Hong Kong) Interactive Entertainment Limited,Duoyi (Hong Kong) Interactive Entertainment Limited,"FPS,Roguelite,Co-op,Multiplayer,Online Co-Op,Indie,Roguelike,Early Access,Adventure,Action,RPG,Shooter,Action Roguelike,Looter Shooter,First-Person,Dungeon Crawler,Replay Value,Singleplayer,Souls-like,Fast-Paced","Single-player,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","English,Simplified Chinese,Traditional Chinese,Spanish - Latin America,Spanish - Spain,German,Russian,Japanese,Portuguese,Portuguese - Brazil,Thai,Vietnamese,Korean,French,Italian,Turkish,Polish",70,"Action,Adventure,Indie,RPG,Early Access,Duoyi (Hong Kong) Interactive Entertainment Limited,Duoyi (Hong Kong) Interactive Entertainment Limited","About This Game
About This Game:Gunfire Reborn is an adventure level-based game featuring FPS, roguelite, and RPG elements. Players can control unique heroes?îeach with different abilities?îas they adventure through random levels and pick up randomly dropped weapons. You can play Gunfire Reborn alone or cooperatively with up to three other players (4-player co-op). Every level is random; each new restart is a brand-new experience. You will meet different heroes and experience new weapons, items, checkpoints, and unique combat rhythms across the game?ôs many levels.Gunfire Reborn is still in Early Access. We will gradually fix bugs, add more content, and come up with new gameplay ideas. Thank you for your support! We will try our best to optimize our game to deliver a premium experience you can?ôt wait to return to.Game Features:FPS+Roguelite+RPG combined gameplay, construct diverse Build through death cycle for different experienceElaborate, yet randomized stage experienceOver 100 different items and various weaponsMany heroes and multiple game plus with different game mechanismUnique art styleCo-op level-based adventure",,Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 +Processor: Intel Core i5-6400 / AMD FX-8320Memory: 4 GB RAMGraphics: GTX 960 / R9 280DirectX: Version 11Network: Broadband Internet connectionStorage: 4 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel Core i5-7500 / AMD Ryzen 5 1400Memory: 8 GB RAMGraphics: GTX 1060 / R9 390DirectX: Version 11Network: Broadband Internet connectionStorage: 4 GB available space,"??12,500",,,,,,,,,,,,,,,,,,
1222140,https://store.steampowered.com/app/1222140/Detroit_Become_Human/,Detroit: Become Human,"Detroit: Become Human puts the destiny of both mankind and androids in your hands, taking you to a near future where machines have become more intelligent than humans. Every choice you make affects the outcome of the game, with one of the most intricately branching narratives ever created.",1464,93,12153,91,"18 Jun, 2020",Quantic Dream,Quantic Dream,"Story Rich,Choices Matter,Adventure,Multiple Endings,Emotional,Singleplayer,Cinematic,Beautiful,Dynamic Narration,Sci-fi,Great Soundtrack,Futuristic,Robots,Third Person,Atmospheric,Narration,Cyberpunk,Violent,Female Protagonist,Replay Value","Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","English,French,Italian,German,Spanish - Spain,Arabic,Czech,Danish,Finnish,Greek,Hungarian,Japanese,Korean,Norwegian,Polish,Portuguese,Portuguese - Brazil,Spanish - Latin America,Swedish,Turkish,Dutch,Russian,Traditional Chinese,Simplified Chinese",48,"Action,Adventure","About This Game
Detroit: Become Human, the award-winning video game production from Quantic Dream, is finally available on Steam! Featuring world-renowned actors including Jesse Williams (Grey?ôs Anatomy), Clancy Brown (Carnivale), Lance Henriksen (Aliens), Bryan Dechart (True Blood) and Valorie Curry (Twilight).WHAT MAKES US HUMAN?Detroit 2038. Technology has evolved to a point where human like androids are everywhere. They speak, move and behave like human beings, but they are only machines serving humans.Play three distinct androids and see a world at the brink of chaos ??perhaps our future - through their eyes. Your very decisions will dramatically alter how the game?ôs intense, branching narrative plays out.You will face moral dilemmas and decide who lives or dies. With thousands of choices and dozens of possible endings, how will you affect the future of Detroit and humanity?ôs destiny?PLAY YOUR PART IN A GRIPPING NARRATIVEEnter a world where moral dilemmas and difficult decisions can turn android slaves into world-changing revolutionaries. Discover what it means to be human from the perspective of an outsider ??and see the world through the eyes of a machine.THEIR LIVES, YOUR CHOICES Shape an ambitious branching narrative, where your decisions not only determine the fate of the three main characters, but that of the entire city of Detroit. How you control Kara, Connor and Markus can mean life or death ??and if one of them pays the ultimate price, the story still continues?¶COUNTLESS PATHS, COUNTLESS ENDINGS Every decision you make, no matter how minute, affects the outcome of the story. No playthrough will be exactly the same: replay again and again to discover a totally different conclusion.FULLY OPTIMIZED FOR PC Detroit: Become Human is brought to PC with stunning graphics, 4K resolution, 60 fps framerate and full integration of both mouse/keyboard and gamepad controls for the most complete Detroit: Become Human experience to date.","Mature Content Description
The developers describe the content like this:

			This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content",Minimum:Requires a 64-bit processor and operating systemOS: Windows 10 (64 bit)Processor: Intel Core i5-2300 @ 2.8 GHz or AMD Ryzen 3 1200 @ 3.1GHz or AMD FX-8350 @ 4.2GHzMemory: 8 GB RAMGraphics: Nvidia GeForce GTX 780 or AMD HD 7950 with 3GB VRAM minimum (Support of Vulkan 1.1 required)Storage: 55 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10 (64 bit)Processor: Intel Core i5-6600 @ 3.3 GHz or AMD Ryzen 3 1300 X @ 3.4 GHzMemory: 12 GB RAMGraphics: Nvidia GeForce GTX 1060 or AMD Radeon RX 580 with 4GB VRAM minimum (Support of Vulkan 1.1 required)Storage: 55 GB available space,Free,,,,,,,,,,,,,,,,,,
1222670,https://store.steampowered.com/app/1222670/The_Sims_4/,The Sims??4,Play with life and discover the possibilities. Unleash your imagination and create a world of Sims that?ôs wholly unique. Explore and customize every detail from Sims to homes?ìand much more.,1194,86,2629,86,"2 Sep, 2014",Maxis,Electronic Arts,"Character Customization,Life Sim,Simulation,Casual,Building,Immersive Sim,Romance,Relaxing,Cute,Funny,Family Friendly,Cartoony,Singleplayer,Fantasy,Atmospheric,Beautiful,Realistic,Sexual Content,Multiplayer,LGBTQ+","Single-player,Steam Trading Cards,Remote Play on Tablet","English,French,Italian,German,Spanish - Spain,Czech,Danish,Dutch,Japanese,Norwegian,Polish,Portuguese - Brazil,Russian,Swedish,Finnish,Traditional Chinese,Simplified Chinese",,"Casual,Simulation,Maxis","About This Game
							Unleash your imagination and create a world of Sims that?ôs wholly unique. Explore and customize every detail, from Sims to homes and much more. Choose how Sims look, act, and dress. Determine how they?ôll live out each day. Design and build incredible homes for every family, then decorate with your favorite furnishings and d√©cor. Travel to different neighborhoods where you can meet other Sims and learn about their lives. Discover beautiful locations with distinctive environments, and go on spontaneous adventures. Manage the ups and downs of Sims??everyday lives and see what happens when you play out realistic or fantastical scenarios. Tell your stories your way while developing relationships, pursuing careers and life aspirations, and immersing yourself in an extraordinary game where the possibilities are endless.Create unique Sims ??A variety of Sims are yours to shape and mold, each with distinct appearances, dynamic personalities, and inspiring aspirations. Use powerful customization features to bring your imagination to life. Create yourself, your favorite celebrities, your fantasy, or your friends! Change your Sims??clothing to reflect your mood. Give your Sims depth and purpose with quirky traits and great ambitions.Build the perfect home ??Design the ideal homes for your Sims using Build Mode. Construct the home of your dreams by planning the layout, choosing furnishings, and altering the landscape and terrain. You can even add a pool, basement, and garden. Hate what you?ôve done with the place? Scrap it and rebuild effortlessly with new ideas and designs.Explore vibrant worlds ??Your Sims can visit new communities to expand their social circle, hang out with friends, or throw unforgettable parties.Play with life ??Your choices shape every aspect of your Sims??lives, from birth to adulthood. Along the way, develop skills, pursue hobbies, find your Sims??calling, start new families, and much more.Discover a community of creators ??Use the Gallery to find inspiration from a network of players just like you, where you can add content to your game or share your own creations. Download, like, and comment on your favorite Sims, homes, and fully designed rooms. Join the community and join the fun!The Sims??4 Create A Sim DemoCreate smarter Sims with unique appearances, personalities, and styles in The Sims??4 Create A Sim Demo. Experience the powerful Create A Sim and directly manipulate your Sims with tactile precision to create the most unique and detailed Sims yet.",,"Minimum:Requires a 64-bit processor and operating systemOS: 64 Bit Required. Windows 7 (SP1), Windows 8, Windows 8.1, or Windows 10Processor: 1.8 GHz Intel Core 2 Duo, AMD Athlon 64 Dual-Core 4000+ or equivalent (For computers using built-in graphics chipsets, the game requires 2.0 GHz Intel Core 2 Duo, 2.0 GHz AMD Turion 64 X2 TL-62 or equivalent)Memory: 4 GB RAMGraphics: 128 MB of Video RAM and support for Pixel Shader 3.0. Supported Video Cards: NVIDIA GeForce 6600 or better, ATI Radeon X1300 or better, Intel GMA X4500 or betterDirectX: Version 9.0Network: Broadband Internet connectionStorage: 17 GB available space","Recommended:Requires a 64-bit processor and operating systemOS: 64 Bit Windows 7 (SP1), 8, 8.1, or 10Processor: Intel core i5 or faster, AMD Athlon X4Memory: 8 GB RAMGraphics: NVIDIA GTX 650 or betterDirectX: Version 9.0Network: Broadband Internet connectionStorage: 18 GB available space","??38,500",,,,,,,,,,,,,,,,,,
1222680,https://store.steampowered.com/app/1222680/Need_for_Speed_Heat/,Need for Speed??Heat,"Hustle by day and risk it all at night in Need for Speed??Heat Deluxe Edition, a white-knuckle street racer, where the lines of the law fade as the sun starts to set.",991,85,7065,80,"8 Nov, 2019",Ghost Games,Electronic Arts,"Racing,Action,Adventure,Driving,Multiplayer,Combat Racing,Open World,Atmospheric,Co-op,Singleplayer,Third Person,Sports,First-Person,Arcade,Split Screen,PvP,Online Co-Op,Character Customization,Destruction,Sexual Content","Single-player,Online PvP,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards","English,French,Italian,German,Spanish - Spain,Korean,Portuguese - Brazil,Simplified Chinese,Traditional Chinese,Arabic,Japanese,Polish,Russian",42,"Action,Adventure,Racing,Sports,Ghost Games","Reviews
?úThe most impressive Need for Speed game in years.??/10 ??IGN?úNeed For Speed Heat is a return to those glory days.??/5 ??VG247","About This Game
							A thrilling race experience pits you against a city?ôs rogue police force as you battle your way into street racing?ôs elite. Hustle by day and risk it all at night in Need for Speed??Heat, a white-knuckle street racer, where the lines of the law fade as the sun starts to set. By day, Palm City hosts the Speedhunter Showdown, a sanctioned competition where you earn Bank to customize and upgrade your high-performance cars. At night, ramp up the intensity in illicit street races that build your reputation, getting you access to bigger races and better parts. But stay ready ??cops are waiting and not all of them play fair.The Deluxe Edition comes with:1 Starter Car ??the K.S Edition Mitsubishi Lancer Evolution X Starter Car, available from start in player garage.3 additional K.S Edition cars unlocked through progression4 exclusive character outfits ??Available in character customization, swappable and fit both male and female avatars.a REP and BANK boostREP rewards increased by 5%BANK rewards increased by 5%Need for Speed Heat is Crossplay enabled.",Minimum:Requires a 64-bit processor and operating systemOS: Windows 10Processor: FX-6350 or Equivalent; Core i5-3570 or EquivalentMemory: 8 GB RAMGraphics: AMD: Radeon 7970/Radeon R9 280x or Equivalent; NVIDIA: GeForce GTX 760 or EquivalentDirectX: Version 11Storage: 50 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: Ryzen 3 1300X or Equivalent; Core i7-4790 or EquivalentMemory: 16 GB RAMGraphics: AMD: Radeon RX 480 or Equivalent; NVIDIA: GeForce GTX 1060 or EquivalentDirectX: Version 11Network: Broadband Internet connectionStorage: 50 GB available space,"??83,000",,,,,,,,,,,,,,,,,,
